mean_x,mean_y,mean_z,magnitude_mean,std_x,std_y,std_z,magnitude_std,rms_x,rms_y,rms_z,magnitude_rms,min_x,min_y,min_z,magnitude_min,max_x,max_y,max_z,magnitude_max,median_x,median_y,median_z,magnitude_median,mad_x,mad_y,mad_z,magnitude_mad,corr_xy,corr_yz,corr_xz,subject,class
-1.64415131046,7.299988704000001,-4.7740188372,9.194467532378864,1.3747181735377663,1.3037269305427812,1.601727092188161,0.6333836973852021,2.143148055628063,7.415493172267782,5.035552157985258,9.21625781497471,-3.8908691,4.947204599999999,-7.2648009999999985,7.616314873674455,1.0220337,10.116287,-0.64723206,10.606998708533878,-1.4439926,7.268386849999999,-4.96038055,9.253738140360838,1.1454631387952001,1.07587681216,1.2393513598239998,0.4935213930595802,0.8034815447440232,0.7559010282155333,0.7245540302426258,2,SITTING
-3.829004223,4.742885724,-7.083465557999999,9.719741436040831,1.4491650275939136,1.918648984921751,1.3570622379298531,0.6937291839873124,4.09406309391454,5.116266110970409,7.212288279664605,9.744466828113522,-5.834961,1.5163116,-9.491409,8.282955854082239,-0.97473145,8.014175,-4.0996704,11.571551689622956,-3.90044405,5.04776,-7.24086,9.64909671757433,1.1944844111600001,1.67867169712,1.15917482536,0.5287257073212439,0.9076806580805584,0.8439150088929122,0.8712489457734718,2,SITTING
-4.8933221499999995,2.3751165714000004,-8.347987354000002,10.039573093158442,0.6479448414494612,1.077232230810806,0.45352327413213417,0.5172915212243228,4.9360342564898785,2.6079892650922694,8.360297615678729,10.052891047395349,-5.834961,0.26174927,-9.491409,8.587556916866317,-2.5046234,5.095642,-7.2025604,11.571551689622956,-4.917984000000001,1.8730545,-8.3338085,10.034462739443157,0.46614119200000004,0.8489929914480001,0.33403152015999993,0.33141962000275504,0.1470292731461088,0.3300885734638331,0.2870609377851051,2,SITTING
-4.855589905999999,1.3700784278,-8.583721019999997,9.989438876209531,0.6604206056528825,0.535662157380537,0.49880820182781654,0.5631559878637015,4.9002967983194665,1.4710706458809146,8.598201915016915,10.005300281760313,-6.4023895,-0.49241638,-10.326981,8.587556916866317,-2.5046234,2.4045715,-7.741241499999999,12.089280427423224,-4.8928449999999994,1.5474396000000001,-8.507393,9.955758754122087,0.4277536377599999,0.4196860717519999,0.34453896239999976,0.36840649987318413,0.24458741026104208,0.5403648429480442,0.24528855285850207,2,SITTING
-4.714092106000001,1.1461731014,-8.771570459999998,10.045569296411717,0.5422082722454499,0.41081685369414145,0.46235890122383133,0.4897949155214964,4.74517167174623,1.2175726941961404,8.783747724535665,10.057502749106286,-6.4023895,-0.49241638,-10.326981,9.37207962876965,-3.6490479,2.10289,-7.968704,12.089280427423224,-4.6773681499999995,1.1344452,-8.762375,9.961058627274884,0.36491056696000024,0.280063234656,0.3269685168000001,0.30160898273984066,0.2873815417442005,0.2985143628736371,0.05064426729345066,2,SITTING
-4.453697816000001,1.1411459410000004,-8.857234800000004,9.98510971404114,0.2628080979294278,0.17134263453156942,0.16125360016182577,0.10129024684942785,4.461445094650438,1.1539377613498027,8.858702558834233,9.985623451519974,-5.150223,0.98480225,-9.285507,9.797430405812753,-3.6490479,1.8586884,-8.198547,10.379443677333333,-4.44632715,1.0889511,-8.8342055,9.965478485762532,0.1891409359999998,0.11142633540000019,0.11359139199999983,0.07074483174609462,-0.10499276694373212,-0.016090926015424962,-0.7502773175691737,2,SITTING
-4.440626224,1.0695101922,-8.86441677,9.972461407520662,0.07173413600011783,0.047943466509585864,0.06388398597310654,0.04936584018258465,4.441205584922205,1.0705842457278345,8.864646966231708,9.972583592563456,-4.5708160000000015,0.94410706,-8.995804,9.865092070011316,-4.271545400000001,1.2266235,-8.758789,10.071941928028318,-4.4367523,1.0709991,-8.86174,9.964040322167833,0.05919549295999982,0.035828900111999996,0.05172540079999976,0.042919093182306474,0.19494701854771804,0.20899484562264992,-0.45451065447651096,2,SITTING
-4.433156742000001,1.0395822097999998,-8.87653136,9.97704928312886,0.11570697086060644,0.06504963488877985,0.05314043150512042,0.07314315223928898,4.434666481511974,1.041615392518666,8.876690424393766,9.977317390897294,-4.7096863,0.89382935,-8.964691,9.695229765775595,-3.8525696,1.1595764,-8.753998,10.174546155168448,-4.4307632,1.0518416999999998,-8.878494,9.983735886347379,0.06885764767999993,0.055088729416,0.0436057255999998,0.05032586436476152,0.20512773218476396,0.5144116284133756,0.2134270802412463,2,SITTING
-4.375647880000001,0.9174783275999999,-8.933561699999998,9.991691829730584,0.12039934209310779,0.15544814061141923,0.059223269296536034,0.06962327476055315,4.377304007185809,0.9305539243027459,8.933758002281742,9.991934398338154,-4.7096863,0.43414307,-9.072418,9.695229765775595,-3.8525696,1.1595764,-8.753998,10.174546155168448,-4.3589401500000005,0.9381179850000001,-8.938354499999997,10.006440807063811,0.07746908080000009,0.11066967488,0.04539413600000046,0.043269903887539485,-0.026264986447617954,0.5376050891026476,-0.009119805014582254,2,SITTING
-4.367219850000001,0.8179745458000002,-8.94974606,9.994118188867214,0.09940201012818853,0.16009233752340604,0.11983566930462063,0.08437206314102724,4.368350944904902,0.8334937996832518,8.950548314272329,9.994474324249634,-4.657013,0.43414307,-9.165802,9.66908674782904,-4.154236,1.1332396999999998,-8.540909,10.203669401249917,-4.34816,0.8339691,-8.961098,10.002104021983662,0.076598806,0.12488596190399999,0.08465565039999998,0.05569807648823659,0.15153261229938203,-0.10971296651057565,-0.7010274349056658,2,SITTING
